idx,검색어,,,,
3250,Abies Sibirica Oil,분비나무오일,Abies Sibirica Oil,착향제,
3251,,,,,
3252,,,,,
3253,,,,,
3254,,,,,
3255,"2-Bromo-2-Nitropropane-1,3-Diol","2-브로모-2-나이트로프로판-1,3-디올","2-Bromo-2-Nitropropane-1,3-Diol",보존제,
3256,,,,,
3257,,,,,
3258,VP/VA Copolymer,브이피/브이에이코폴리머,VP/VA Copolymer,"결합제, 피막형성제, 모발고정제, 현탁화제-비계면활성제",
3259,Rubus Fruticosus Fruit Extract,서양산딸기추출물,Rubus Fruticosus (Blackberry) Fruit Extract,착향제,
3260,Nigella Sativa Seed Oil,블랙커민씨오일,Nigella Sativa Seed Oil,피부컨디셔닝제(수분차단제),
3261,,,,,
3262,,,,,
3263,Bis-PEG-18 Methyl Ether Dimethyl Silane,비스-피이지-18메틸에터다이메틸실레인,Bis-PEG-18 Methyl Ether Dimethyl Silane,"피부컨디셔닝제(보습제), 계면활성제(거품촉진제), 계면활성제(친수제)",
3264,,,,,
3265,Retinyl acetate,레티닐아세테이트,Retinyl Acetate,피부컨디셔닝제,
3266,Retinyl acetate,레티닐아세테이트,Retinyl Acetate,피부컨디셔닝제,
3267,Retinyl palmitate,레티닐팔미테이트,Retinyl Palmitate,피부컨디셔닝제(기타),
3268,,,,,
3269,Retinyl palmitate,레티닐팔미테이트,Retinyl Palmitate,피부컨디셔닝제(기타),
3270,Thiamine Nitrate,티아민나이트레이트,Thiamine Nitrate,피부컨디셔닝제(기타),
3271,Biotin,바이오틴,Biotin,"모발컨디셔닝제, 피부컨디셔닝제",
3272,,,,,
3273,,,,,
3274,,,,,
3275,,,,,
3276,,,,,
3277,,,,,
3278,,,,,
3279,Biotin,바이오틴,Biotin,"모발컨디셔닝제, 피부컨디셔닝제",
3280,Phytonadione,피토나디온,Phytonadione,피부컨디셔닝제(기타),
3281,,,,,
3282,Niacinamide,나이아신아마이드,Niacinamide,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
3283,,,,,
3284,,,,,
3285,,,,,
3286,,,,,
3287,Niacin,나이아신,Niacin,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
3288,Pantothenic Acid,판토테닉애씨드,Pantothenic Acid,모발컨디셔닝제,
3289,Pyridoxine Dipalmitate,피리독신디팔미테이트,Pyridoxine Dipalmitate,"모발컨디셔닝제, 피부컨디셔닝제",
3290,,,,,
3291,Tocopherol,토코페롤,Tocopherol,"산화방지제, 착향제, 피부컨디셔닝제, 수분증발차단제",
3292,Tocopheryl acetate,토코페릴아세테이트,Tocopheryl Acetate,"산화방지제, 피부컨디셔닝제",
3293,Phytonadione,피토나디온,Phytonadione,피부컨디셔닝제(기타),
3294,Hippophae Rhamnoides Fruit Extract,비타민나무열매추출물,Hippophae Rhamnoides Fruit Extract,피부컨디셔닝제(기타),
3295,Hippophae Rhamnoides Oil,비타민나무오일,Hippophae Rhamnoides Oil,피부컨디셔닝제(수분차단제),
3296,HIPPOPHAE RHAMNOIDES FRUIT EXTRACT,비타민나무열매추출물,Hippophae Rhamnoides Fruit Extract,피부컨디셔닝제(기타),
3297,,,,,
3298,,,,,
3299,Citrus Aurantium Amara Peel Oil,비터오렌지껍질오일,Citrus Aurantium Amara (Bitter Orange) Peel Oil,"착향제, 피부컨디셔닝제(기타)",
3300,,,,,
3301,Eriobotrya Japonica Leaf Extract,비파나무잎추출물,Eriobotrya Japonica Leaf Extract,피부컨디셔닝제(기타),
3302,,,,,
3303,,,,,
3304,Morus Alba Bark Extract,뽕나무껍질추출물,Morus Alba Bark Extract,피부컨디셔닝제(기타),
3305,Pyrus Malus Fruit Water,사과수,Pyrus Malus (Apple) Fruit Water,착향제,
3306,,,,,
3307,Pyrus Malus Pectin Extract,사과펙틴추출물,Pyrus Malus (Apple) Pectin Extract,피부컨디셔닝제(기타),
3308,Sargassum Filipendula Extract,사르가숨 필리펜둘라추출물,Sargassum Filipendula Extract,피부컨디셔닝제(기타),
3309,,,,,
3310,Cyclotetrasiloxane,사이클로테트라실록세인,Cyclotetrasiloxane,"헤어컨디셔닝제, 피부컨디셔닝제(유연제), 용제",
3311,,,,,
3312,,,,,
3313,Beta Vulgaris Root Extract,사탕무뿌리추출물,Beta Vulgaris (Beet) Root Extract,피부컨디셔닝제(기타),
3314,Crocus Sativus Flower Extract,샤프란꽃추출물,Crocus Sativus Flower Extract,착향제,
3315,,,,,
3316,,,,,
3317,,,,,
3318,Pyrus Cydonia Seed Extract,산당화씨추출물,Pyrus Cydonia Seed Extract,"착향제, 피부컨디셔닝제(기타)",
3319,Cornus Officinalis Fruit Extract,산수유열매추출물,Cornus Officinalis Fruit Extract,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
3320,,,,,
3321,,,,,
3322,,,,,
3323,CI 77891/Titanium dioxide,티타늄디옥사이드,Titanium Dioxide,"착색제, 불투명화제, 자외선차단",
3324,Sodium salicylate,소듐살리실레이트,Sodium Salicylate,"변성제, 보존제",
3325,Methyl salicylate,메틸살리실레이트,Methyl Salicylate,"변성제, 감미제, 착향제",
3326,Salvia Officinalis Leaf Extract,살비아잎추출물,Salvia Officinalis (Sage) Leaf Extract,피부컨디셔닝제(기타),
3327,,,,,
3328,Viola Tricolor Extract,삼색제비꽃추출물,Viola Tricolor Extract,피부컨디셔닝제(기타),
3329,Cannabis Sativa Seed Oil,삼씨오일,Cannabis Sativa Seed Oil,피부컨디셔닝제(기타),
3330,Tricalcium phosphate,트라이칼슘포스페이트,Tricalcium Phosphate,"연마제, 착향제",
3331,Morus Alba Bark Extract,뽕나무껍질추출물,Morus Alba Bark Extract,피부컨디셔닝제(기타),
3332,,,,,
3333,,,,,
3334,Zingiber Officinale Root Oil,생강오일,Zingiber Officinale (Ginger) Root Oil,"감미제, 향료, 피부컨디셔닝제(기타)",
3335,Zingiber Officinale Root Extract,생강추출물,Zingiber Officinale (Ginger) Root Extract,"향료, 피부컨디셔닝제",
3336,,,,,
3337,,,,,
3338,,,,,
3339,,,,,
3340,Thuja Occidentalis Leaf Oil,서양측백나무잎오일,Thuja Occidentalis Leaf Oil,착향제,
3341,,,,,
3342,Punica Granatum Seed Oil,석류씨오일,Punica Granatum Seed Oil,피부컨디셔닝제(유연제),
3343,Punica Granatum Fruit Extract,석류추출물,Punica Granatum Fruit Extract,피부컨디셔닝제(기타),
3344,,,,,
3345,,,,,
3346,,,,,
3347,,,,,
3348,,,,,
3349,,,,,
3350,,,,,
3351,,,,,
3352,,,,,
3353,,,,,
3354,,,,,
3355,Ceteth-24,세테스-24,Ceteth-24,"계면활성제-세정제, 계면활성제-용해보조제",
3356,Ceteareth-60 Myristyl Glycol,세테아레스-60미리스틸글라이콜,Ceteareth-60 Myristyl Glycol,계면활성제-유화제,
3357,,,,,
3358,,,,,
3359,,,,,
3360,Cetearyl Ethylhexanoate,세테아릴에틸헥사노에이트,Cetearyl Ethylhexanoate,"헤어컨디셔닝제, 피부컨디셔닝제(유연제)",
3361,Cetearyl Olivate,세테아릴올리베이트,Cetearyl Olivate,수분증발차단제,
3362,,,,,
3363,,,,,
3364,,,,,
3365,,,,,
3366,,,,,
3367,,,,,
3368,,,,,
3369,,,,,
3370,,,,,
3371,,,,,
3372,Sodium Lauryl Sulfoacetate,소듐라우릴설포아세테이트,Sodium Lauryl Sulfoacetate,계면활성제-세정제,
3373,Sodium Methyl Stearoyl Taurate,소듐메틸스테아로일타우레이트,Sodium Methyl Stearoyl Taurate,계면활성제(세정제),
3374,Sodium Methyl Oleoyl Taurate,소듐메틸올레오일타우레이트,Sodium Methyl Oleoyl Taurate,계면활성제(세정제),
3375,Sodium Acetylated Hyaluronate,소듐아세틸레이티드하이알루로네이트,Sodium Acetylated Hyaluronate,보습제,
3376,,,,,
3377,Sodium Olivate,소듐올리베이트,Sodium Olivate,"계면활성제(세정제), 계면활성제(유화제), 점도증가제(비수성)",
3378,,,,,
3379,Sodium Cocoyl Glycinate,소듐코코일글라이시네이트,Sodium Cocoyl Glycinate,"헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제)",
3380,Sodium Cocoyl Hydrolyzed Wheat Protein,소듐코코일하이드롤라이즈드밀단백질,Sodium Cocoyl Hydrolyzed Wheat Protein,"모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제",
3381,Disodium phosphate,다이소듐포스페이트,Disodium Phosphate,"완충화제, 부식방지제, 착향제, pH 조정제",
3382,Sodium Phosphate,소듐포스페이트,Sodium Phosphate,pH 완충제,
3383,SODIUM POLYACRYLATE STARCH,소듐폴리아크릴레이트스타치,Sodium Polyacrylate Starch,"흡수제, 결합제, 유화안정제, 점증제-수용성",
3384,,,,,
3385,,,,,
3386,,,,,
3387,,,,,
3388,,,,,
3389,sodium hyaluronate,소듐하이알루로네이트,Sodium Hyaluronate,피부컨디셔닝제,
3390,Sorbitan Laurate,솔비탄라우레이트,Sorbitan Laurate,계면활성제(유화제),
3391,,,,,
3392,,,,,
3393,Triticum Vulgare Bran,밀겨,Triticum Vulgare (Wheat) Bran,"연마제, 벌킹제(증량제)",
3394,Caesalpinia Sappan Bark Extract,소목껍질추출물,Caesalpinia Sappan Bark Extract,피부컨디셔닝제(기타),
3395,Ophiopogon Japonicus Root Extract,소엽맥문동뿌리추출물,Ophiopogon Japonicus Root Extract,피부컨디셔닝제(기타),
3396,Perilla Frutescens Leaf Extract,소엽잎추출물,Perilla Frutescens Leaf Extract,피부컨디셔닝제(기타),
3397,Sorbeth-30 Tetraoleate,솔베스-30테트라올리에이트,Sorbeth-30 Tetraoleate,계면활성제(유화제),
3398,,,,,
3399,,,,,
3400,,,,,
3401,,,,,
3402,Potassium hydroxide,포타슘하이드록사이드,Potassium Hydroxide,pH 조절제,
3403,Calcium Hydroxide,칼슘하이드록사이드,Calcium Hydroxide,pH 조절제,
3404,,,,,
3405,,,,,
3406,,,,,
3407,,,,,
3408,,,,,
3409,,,,,
3410,Steareth-2,스테아레스-2,Steareth-2,계면활성제(유화제),
3411,Steareth-21,스테아레스-21,Steareth-21,"계면활성제-세정제, 계면활성제-유화제, 계면활성제-용해보조제",
3412,Calcium Stearate,칼슘스테아레이트,Calcium Stearate,"안티케이킹제, 착색제, 유화안정제, 점증제-비수용성",
3413,Steartrimonium Hydroxyethyl Hydrolyzed Collagen,스테아트라이모늄하이드록시에틸하이드롤라이즈드콜라겐,Steartrimonium Hydroxyethyl Hydrolyzed Collagen,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
3414,,,,,
3415,,,,,
3416,,,,,
3417,Mentha Viridis Extract,스피어민트추출물,Mentha Viridis (Spearmint) Extract,향료,
3418,,,,,
3419,,,,,
3420,,,,,
3421,,,,,
3422,,,,,
3423,,,,,
3424,,,,,
3425,,,,,
3426,,,,,
3427,,,,,
3428,Squalane,스쿠알란,Squalane,"모발컨디셔닝제, 수분증발차단제",
3429,,,,,
3430,,,,,
3431,,,,,
3432,,,,,
3433,,,,,
3434,,,,,
3435,,,,,
3436,,,,,
3437,Cinnamomum Zeylanicum Bark Oil,실론시나몬나무껍질오일,Cinnamomum Zeylanicum Bark Oil,착향제,
3438,Silica Silylate,실리카실릴레이트,Silica Silylate,"기포방지제, 벌킹제, 피부유연화제, 현탁화제-비계면활성제",
3439,Sodium Silicoaluminate,소듐실리코알루미네이트,Sodium Silicoaluminate,"스크럽제, 점증제-수용성",
3440,,,,,
3441,Silicone Quaternium-18,실리콘쿼터늄-18,Silicone Quaternium-18,"헤어컨디셔닝제, 피부컨디셔닝제(유연제)",
3442,,,,,
3443,,,,,
3444,Silk Extract,실크추출물,Silk Extract,피부컨디셔닝제(기타),
3445,,,,,
3446,Oryza Sativa Bran Wax,쌀겨왁스,Oryza Sativa (Rice) Bran Wax,수분증발차단제,
3447,,,,,
3448,,,,,
3449,Urtica Dioica Leaf Powder,쐐기풀잎가루,Urtica Dioica (Nettle) Leaf Powder,각질제거제,
3450,,,,,
3451,,,,,
3452,,,,,
3453,,,,,
3454,,,,,
3455,,,,,
3456,,,,,
3457,,,,,
3458,,,,,
3459,,,,,
3460,Argan Oil Polyglyceryl-6 Esters,아르간오일폴리글리세릴-6에스터,Argan Oil Polyglyceryl-6 Esters,"피부컨디셔닝제(유연제), 계면활성제(유화제)",
3461,,,,,
3462,,,,,
3463,,,,,
3464,Taurine,타우린,Taurine,향료,
3465,,,,,
3466,,,,,
3467,Crambe Abyssinica Seed Oil,아비시니안케일씨오일,Crambe Abyssinica Seed Oil,"모발컨디셔닝제, 수분증발차단제",
3468,,,,,
3469,Malpighia Glabra Fruit Extract,아세로라추출물,Malpighia Glabra (Acerola) Fruit Extract,피부컨디셔닝제(기타),
3470,Sodium Acetate,소듐아세테이트,Sodium Acetate,"pH 완충제, 향료",
3471,,,,,
3472,Magnesium Acetate,마그네슘아세테이트,Magnesium Acetate,완충화제,
3473,,,,,
3474,Acetyl Methionine,아세틸메티오닌,Acetyl Methionine,피부컨디셔닝제(기타),
3475,,,,,
3476,,,,,
3477,,,,,
3478,Sodium Ascorbate,소듐아스코베이트,Sodium Ascorbate,산화방지제,
3479,,,,,
3480,,,,,
3481,,,,,
3482,,,,,
3483,,,,,
3484,Isosteareth-20,아이소스테아레스-20,Isosteareth-20,"계면활성제(유화제), 계면활성제(용해보조제)",
3485,Isopropyl Myristate,아이소프로필미리스테이트,Isopropyl Myristate,"결합제, 착향제, 피부컨디셔닝제(유연제)",
3486,Iodopropynyl Butylcarbamate,아이오도프로피닐부틸카바메이트,Iodopropynyl Butylcarbamate,보존제,
3487,Sodium Bisulfite,소듐바이설파이트,Sodium Bisulfite,"산화방지제, 축모교정제, 환원제",
3488,Sodium Phosphate,소듐포스페이트,Sodium Phosphate,pH 완충제,
3489,,,,,
3490,Angelica Archangelica Root Oil,안젤리카뿌리오일,Angelica Archangelica Root Oil,향료,
3491,Angelica Archangelica Root Extract,안젤리카뿌리추출물,Angelica Archangelica Root Extract,수렴제,
3492,Anthocyanins,안토시아닌,Anthocyanins,착색제,
3493,,,,,
3494,Allantoin Ascorbate,알란토인아스코베이트,Allantoin Ascorbate,피부컨디셔닝제,
3495,,,,,
3496,,,,,
3497,Alumina,알루미나,Alumina,"스크럽제, 흡수제, 안티케이킹제, 벌킹제, 불투명화제",
3498,Aluminum Starch Octenylsuccinate,알루미늄전분옥테닐석시네이트,Aluminum Starch Octenylsuccinate,"흡수제, 안티케이킹제, 점도증가제(비수성)",
3499,,,,,
3500,Algin,알진,Algin,"결합제, 향료, 점증제-수용성",
3501,,,,,
3502,,,,,
3503,,,,,
3504,,,,,
3505,Ammonium Laureth Sulfate,암모늄라우레스설페이트,Ammonium Laureth Sulfate,계면활성제-세정제,
3506,,,,,
3507,,,,,
3508,,,,,
3509,Fragaria Vesca Fruit Extract,야생딸기추출물,Fragaria Vesca (Strawberry) Fruit Extract,피부컨디셔닝제(기타),
3510,Dioscorea Villosa Root Extract,와일드얌뿌리추출물,Dioscorea Villosa (Wild Yam) Root Extract,"피부컨디셔닝제(기타), 피부보호제",
3511,Cocos Nucifera Oil,코코넛야자오일,Cocos Nucifera (Coconut) Oil,"착향제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",
3512,,,,,
3513,Cocamide DEA,코카마이드디이에이,Cocamide DEA,"계면활성제(거품촉진제), 점도증가제(수성)",
3514,,,,,
3515,,,,,
3516,,,,,
3517,,,,,
3518,Usnea Barbata Extract,우스니아추출물,Usnea Barbata (Lichen) Extract,피부컨디셔닝제(기타),
3519,,,,,
3520,,,,,
3521,Disodium EDTA,다이소듐이디티에이,Disodium EDTA,금속이온봉쇄제,
3522,,,,,
3523,Disodium EDTA,다이소듐이디티에이,Disodium EDTA,금속이온봉쇄제,
3524,,,,,
3525,Erythritol,에리스리톨,Erythritol,보습제 피부컨디셔닝제(보습제),
3526,,,,,
3527,Helichrysum Italicum Flower Water,에버라스팅꽃수,Helichrysum Italicum Flower Water,피부컨디셔닝제(기타),
3528,,,,,
3529,Helichrysum Italicum Extract,에버라스팅추출물,Helichrysum Italicum Extract,피부컨디셔닝제(기타),
3530,SD Alcohol 40-B,에스디알코올40-B,SD Alcohol 40-B,"수렴제, 용제, 점도감소제",
3531,,,,,
3532,,,,,
3533,,,,,
3534,Echium Plantagineum Seed Oil,에키움 플란타기네움씨오일,Echium Plantagineum Seed Oil,"피부컨디셔닝제(기타), 용제",
3535,,,,,
3536,Ethyl Acetate,에틸아세테이트,Ethyl Acetate,"착향제, 용제",
3537,Ethyl Hexanediol,에틸헥산다이올,Ethyl Hexanediol,"착향제, 용제",
3538,Ethylhexyl Olivate,에틸헥실올리베이트,Ethylhexyl Olivate,피부컨디셔닝제(수분차단제),
3539,,,,,
3540,,,,,
3541,,,,,
3542,,,,,
3543,Nelumbo Nucifera Flower Powder,연꽃꽃가루,Nelumbo Nucifera Flower Powder,연마제,
3544,,,,,
3545,,,,,
3546,,,,,
3547,,,,,
3548,,,,,
3549,Juniperus Virginiana Oil,연필향나무오일,Juniperus Virginiana Oil,착향제,
3550,CI 42520/Basic Violet 2,염기성자색2호,Basic Violet 2,염모제,
3551,,,,,
3552,,,,,
3553,,,,,
3554,,,,,
3555,Cetylpyridinium chloride,세틸피리디늄클로라이드,Cetylpyridinium Chloride,"정전기방지제, 탈취제",
3556,Ferric chloride,페릭클로라이드,Ferric Chloride,산화제,
3557,Folic Acid,폴릭애씨드,Folic Acid,피부컨디셔닝제,
3558,,,,,
3559,,,,,
3560,,,,,
3561,,,,,
3562,,,,,
3563,Citrus Aurantium Dulcis Flower Oil,오렌지꽃오일,Citrus Aurantium Dulcis (Orange) Flower Oil,착향제 피부컨디셔닝제(기타),
3564,,,,,
3565,,,,,
3566,Orthosiphon Stamineus Extract,오르소시폰추출물,Orthosiphon Stamineus Extract,피부컨디셔닝제(기타),
3567,SCHISANDRA CHINENSIS FRUIT EXTRACT,오미자추출물,Schisandra Chinensis Fruit Extract,"피부보호제, 피부컨디셔닝제(보습제), 피부컨디셔닝제(기타)",
3568,,,,,
3569,Cucumis Sativus Fruit Extract,오이열매추출물,Cucumis Sativus (Cucumber) Fruit Extract,"피부컨디셔닝제(유연제), 피부컨디셔닝제(기타)",
3570,Elaeis Guineensis Oil,오일팜오일,Elaeis Guineensis (Palm) Oil,피부컨디셔닝제(수분차단제),
3571,,,,,
3572,,,,,
3573,,,,,
3574,,,,,
3575,,,,,
3576,Zea Mays Oil,옥수수오일,Zea Mays (Corn) Oil,"향료, 모발컨디셔닝제, 수분증발차단제, 계면활성제-유화제",
3577,Sodium methylparaben,소듐메틸파라벤,Sodium Methylparaben,보존제,
3578,Sodium propylparaben,소듐프로필파라벤,Sodium Propylparaben,보존제,
3579,,,,,
3580,,,,,
3581,Octadecyl Di-t-butyl-4-hydroxyhydrocinnamate,옥타데실다이-t-부틸-4-하이드록시하이드로신나메이트,Octadecyl Di-t-butyl-4-hydroxyhydrocinnamate,산화방지제,
3582,Octoxynol-9,옥톡시놀-9,Octoxynol-9,계면활성제-유화제,
3583,Octyldodeceth-16,옥틸도데세스-16,Octyldodeceth-16,계면활성제-유화제,
3584,,,,,
3585,Olea Europaea Husk Oil,올리브껍질오일,Olea Europaea (Olive) Husk Oil,피부컨디셔닝제(수분차단제),
3586,Olea Europaea Leaf Extract,올리브나무잎추출물,Olea Europaea (Olive) Leaf Extract,피부컨디셔닝제(기타),
3587,,,,,
3588,Olive Oil PEG-8 Esters,올리브오일피이지-8에스터,Olive Oil PEG-8 Esters,"피부유연화제, 계면활성제-유화제",
3589,,,,,
3590,,,,,
3591,Geranium Maculatum Oil,와일드제라늄오일,Geranium Maculatum Oil,착향제,
3592,,,,,
3593,Geranium Maculatum Extract,와일드제라늄추출물,Geranium Maculatum Extract,피부컨디셔닝제(기타),
3594,Oryza Sativa Hull Powder,왕겨가루,Oryza Sativa (Rice) Hull Powder,벌킹제(증량제),
3595,Oryza Sativa Hull Powder,왕겨가루,Oryza Sativa (Rice) Hull Powder,벌킹제(증량제),
3596,,,,,
3597,,,,,
3598,,,,,
3599,Magnolia Officinalis Bark Extract,요엽후박나무껍질추출물,Magnolia Officinalis Bark Extract,피부컨디셔닝제(기타),
3600,,,,,
3601,,,,,
3602,,,,,
